BASIC5000_0001 みずをまれしあからかわなくてはならないのです
BASIC5000_2407 どなたかごしょうかいいただけませんでしょうか
BASIC5000_2408 まるいちにちおしえられていたのでへとへとだった
BASIC5000_2409 けんかをするにはふたりのにんげんがひつようだ
BASIC5000_2410 せわしなくちゃならないこどもがいる
BASIC5000_2411 けれどもぽらぐれいそんのようなかんりしょくのひとびとはなんとかそのしゅうかんをかえてもらおうとせっとくにつとめています
BASIC5000_2412 きわめてちのうのたかいひとびとのしゅうかんはそれをどのようにおこなうかについてひんとをあたえる
BASIC5000_2413 いっとうをとれるなんてかのじょはゆめにもおもわなかった
BASIC5000_2414 しゅうかくたかがすくなかったためこむぎのねだんがこころっかげつでねあがりした
BASIC5000_2415 きょうこがどこにすんでいるのかせいかくにはしりませんがさんのみやのほうです
BASIC5000_2416 こをひらけようとしたがかぎがかかってだめだった
BASIC5000_2417 けいかいなかのけいかんがとおくのぼんやりとしたかげにきづいた
BASIC5000_2418 しょくよくがきゅうにげんたいするのはびょうきのちょうこうであることがある
BASIC5000_2419 こしのいたみからあしがなまりのようにおもくひきずるようにあるいていました
BASIC5000_2420 てきぐんはしゅとのしゅういをざんごうでかためていた
BASIC5000_2421 しみずのぶたいからとびおりるつもりでしょうぶにでるよ
BASIC5000_2422 せいしきにはそれはかのせきにんではあるがじっさいはひしょがぜんぶこなしている
BASIC5000_2423 かしゅとしてかのじょはそのくにでいちりゅうです
BASIC5000_2424 ぜんぜんへやににあわないけどもらったからよし
BASIC5000_2425 ぎょうかんをよむことはかならずしもやさしくない
BASIC5000_2426 よしもとせんせいがわれわれにつまらないことをたくさんおしえた
BASIC5000_2427 しんぼうしなければせいこうすることはできない
BASIC5000_2428 りそうをえにえがいたようなだんせいだった
BASIC5000_2429 わたしいがいのだれもがそれをしっています
BASIC5000_2430 きょうかいはせんきゅうひゃくきゅうじゅうねんにそうりつされました
BASIC5000_2431 みちというみちはかわからあふれだしたみずでおおわれていた
BASIC5000_2432 みちにまようといけないからちずをもっていきなさい
BASIC5000_2433 みちなりにすすんでみつめのこうさてんをひだりにまがってください
BASIC5000_2434 みちははしのところできゅうにまがっています
BASIC5000_2435 みちのとちゅうでかぎをおとしたにちがいない
BASIC5000_2436 にそくのわらじをはこうとしてしっぱいした
BASIC5000_2437 こうどにせんもんてきなわだいでたぶんにあやまったじょうほうがふくまれるかのうせいがあることはあらかじめおことわりしておきます
BASIC5000_2438 じんけんようごだんたいはどくさいてきなせいふにあつりょくをかけています
BASIC5000_2439 すいとうにはほとんどみずがのこっていない
BASIC5000_2440 みちがこごっているからきをつけなさい
BASIC5000_2441 しょうえねるぎのぜんこくうんどうがてんかいちゅうだ
BASIC5000_2442 らいせいきのおわりまでにうみはごじゅっせんちでじょうしょうするとよそうされる
BASIC5000_2443 せいだいなためいきをつきながらてぶるのじょうにどさどさとぱんをおきいすにどっかりとこしかける
BASIC5000_2444 ちょうきかんのれんしゅうがかれがりゅうちょうなえいごをはなすことをかのうにした
BASIC5000_2445 けいさんにいくらかのごさをこうりょにいれましたか
BASIC5000_2446 えいこくではこくおうはくんりんするがとうちはしない
BASIC5000_2447 どうきゅうせいをだいひょうしてかんげいのあいさつをいたします
BASIC5000_2448 こうがくのけんきゅうでかれはかくだいきょうのはつめいをした
BASIC5000_2449 ぜんがくせいはみんなとしょかんにいることができる
BASIC5000_2450 むしばができちゃってつめたいものをたべるとしみるんだ
BASIC5000_2451 しぶやででんしゃをのりかえなければならない
BASIC5000_2452 はのしょくぶつにたいするかんけいははいのどうぶつにたいするかんけいとおなじである
BASIC5000_2453 はとしょくぶつとのかんけいははいとどうぶつとのかんけいにひとしい
BASIC5000_2454 ほけんがいしゃはかのじょのそんしつをほしょうするだろう
BASIC5000_2455 だれもがみんなくちぐちにいいあっている
BASIC5000_2456 いちりんくるまはしゃりんがひとつしかありません
BASIC5000_2457 しょうきにもどるとじぶんがとこにねているのにきづいた
BASIC5000_2458 きしょくまんめんのえみをうかべているけどかれよっぽどうれしいことがあったんだろうな
BASIC5000_2459 たりきほんがんじゃよのなかわたっていけないよ
BASIC5000_2460 ほうちょうとかなべとかだいどころようひんをじさんすること
BASIC5000_2461 じだいのながれについていくのはよういではない
BASIC5000_2462 でむかえにきてくださってありがとう
BASIC5000_2463 かおをあらいなさいとかれはわたしにいっった
BASIC5000_2464 こづつみははちがつじゅうななにちにろんどんにとうちゃくのよていです
BASIC5000_2465 きゅうゆうがかいがいきこくしたことをしらせるてがみをよこした
BASIC5000_2466 あついだっくすふんとそせじはいかが
BASIC5000_2467 てあらにあつかわれたのでかっぷにはいくつかひびがいっっている
BASIC5000_2468 ねつがあるせいでなんかあたまがぼっとしている
BASIC5000_2469 こうぎすることもできないうちにぼくはてじょうをかけられりゅうちじょうにおくられていた
BASIC5000_2470 てつどうろせんがつがるかいきょうのしたをとおってほっかいどうまでえんちょうされた
BASIC5000_2471 いまいるしみんがにげだすというじたいがきぐされます
BASIC5000_2472 いまあまりおきんがなくてこまっているのでそんなごうかなしょくじはできない
BASIC5000_2473 いまがわれわれにとっていちばんたいせつなときだ
BASIC5000_2474 いまからかのじょがあなたのおせわをします
BASIC5000_2475 いましっかりべんきょうするのかくんのためになる
BASIC5000_2476 いまごろのきせつにはうみからのかぜがふく
BASIC5000_2477 いまこのほんをよんでしまったところだ
BASIC5000_2478 いまそこにあすぴりんをもっていないか
BASIC5000_2479 ぜいむしょはしょとくぜいのだつぜいにめをひからせています
BASIC5000_2480 いますぐにしゅっぱつすればそのひこうきにまちがいなくのれますよ
BASIC5000_2481 かんじをかくときはてんやはらいにきをつけてなるべくはやくていねいにかきましょう
BASIC5000_2482 いまではじんせいにたいするかんがえかたがかわった
BASIC5000_2483 ばんこんかけいこうはこんごもますますすすみそうだ
BASIC5000_2484 いまはそうじゃなくてもしょうらいはいいおっとに
BASIC5000_2485 いまのところえんじんにはこしょうはない
BASIC5000_2486 ばかがうつるまえにそのようなしゅうきょうにかかわらんほうがいい
BASIC5000_2487 いまにだれもあいてにしてくれなくなるぞ
BASIC5000_2488 いまとなってはわたしたちができることはほとんどありません
BASIC5000_2489 いままでしごとをみつけることができません
BASIC5000_2490 ごせんはっぴゃくじゅうよんをせんのくらいにししゃごにゅうすればなにになりますか
BASIC5000_2491 ほうしゅうはよかったそしてそのことがかれらがそのけんきゅうにさんかしたゆいいつのどうきだった
BASIC5000_2492 れんぽうせいふのよさんさくげんはしゃかいほしょうのきゅうふにえいきょうがおよぶでしょう
BASIC5000_2493 れんたかののりすてりょうきんはいくらだろう
BASIC5000_2494 しかたがないそれはいかんともしがたい
BASIC5000_2495 れがんだいとうりょうのぜいせいさくはまだこうをそうしていない
BASIC5000_2496 れもんやらいむはすっぱいくだものである
BASIC5000_2497 れいさいなぱんやはすぱまけっとにあっとうされた
BASIC5000_2498 れべっかはまいにちとてもはやおきします
BASIC5000_2499 いんえいにきをつけてみたのですがなかなかうまくいかないです
BASIC5000_2500 れっどまりがんがらいげつろっきるちあののちょうせんをうけるとはっぴょうした
BASIC5000_2501 とうじょうしゃとおるはおしわけながらうしろのでぐちにすすんだ
BASIC5000_2502 まちじゅうのひとびとがびっくりしたことにはしちょうがたいほされた
BASIC5000_2503 ぶりょくにたよるものではなくりせいにうったえなさい
BASIC5000_2504 きぎょうはそのあとをねらってきょうそうしています
BASIC5000_2505 じこくひょうをみればはっしゃのじこくがわかります
BASIC5000_2506 いくどもよんでみてはじめてそのしのよさがわかる
BASIC5000_2507 こまりはててなにをしてよいかわからなかった
BASIC5000_2508 げんじゅうみんはとちをしんりゃくしゃからまもらねばならない
BASIC5000_2509 でざとのためにいぶくろをあけておきたいのです
BASIC5000_2510 ちゅうとはんぱにやるくらいならやらないほうがましだ
BASIC5000_2511 しょうせつかというものはにんげんにきょうみをもっている
BASIC5000_2512 かどのうんどうなのでじょぎんぐをやめるようにいしゃがわたしにいっった
BASIC5000_2513 じつじょうがどうなっているかはっきりいいましょう
BASIC5000_2514 げんさくはがっこうのきょうかしょとしてかかれた
BASIC5000_2515 ていあんされたこうどうにたいするおきまりのじきしょうそうろん
BASIC5000_2516 せいがんがきゃっかされたのはおかしいとおもった
BASIC5000_2517 いしゃがにんのしぬじきをきめるのはただしいことでしょうか
BASIC5000_2518 あいつぐふしょうじにもかかわらずけいさつはおめおめいはんきっぷをきっている
BASIC5000_2519 はちじにがっこうにいくのはさだめられたるるです
BASIC5000_2520 おくりものとしてつつんでいただけませんか
BASIC5000_2521 すばらしいたんじょうびをむかえられますように
BASIC5000_2522 かくざとうをいっここひにいれてください
BASIC5000_2523 おいしゃさんがねつがさがるまではあんせいにするようにっていっってたでしょ
BASIC5000_2524 ひんそうなみなりをしているからといってにんをけいべつしてはいけない
BASIC5000_2525 ここんをとうしてかれはまたとないゆうかんなおとこだ
BASIC5000_2526 たまねぎをきっていたらなみだがでてきた
BASIC5000_2527 たなばたはまんがによくでてくるのでわたしもそこそこしっています
BASIC5000_2528 しょうねんたちはたのしそうにうたいながらこうしんをつづけた
BASIC5000_2529 こだいじんはせかいがたいらであるとおもっていた
BASIC5000_2530 いりぐちでくつをぬぐことになっている
BASIC5000_2531 いるまえにあなたはのっくをすべきでした
BASIC5000_2532 いればにするのですかそれともくらうんにするのですか
BASIC5000_2533 どうせいをせくはらでうったえることできないのかしら
BASIC5000_2534 もくひょうをもっているというてんでかのじょはほかのにんとはちがう
BASIC5000_2535 いまもっているおきんはすべておかししましょう
BASIC5000_2536 むぼうなうんてんでふたりのおとこはたいほされた
BASIC5000_2537 わがしゃのねんかんうりあげはじゅうおくえんである
BASIC5000_2538 やつがおれをわなにはめてすきゃんだるにおとしいれた
BASIC5000_2539 きゃくがにゅうしつしてきたときわたしはたちあがってあいさつをした
BASIC5000_2540 しんろをかいたくするというおなじもくひょうをもったなかまどうしがきょうりょくする
BASIC5000_2541 ほうしゃせんをたいりょうにあびたらすぐにおうととげりがはじまります
BASIC5000_2542 たがくのきふをありがとうございました
BASIC5000_2543 やつのたくみなはなしにぼくはかんたんにだまされてしまった
BASIC5000_2544 きゃくのためにへやをじゅんびしておきなさい
BASIC5000_2545 きゃくとしてあつかわれてかのじょはまんぞくだった
BASIC5000_2546 やりのこしがもしあるならやってしまいなさい
BASIC5000_2547 ころしやというのはてれびえいがではにんきのあるだいざいだ
BASIC5000_2548 いちかはちかやってみることでひとざいさんできるだろう
BASIC5000_2549 さくねんはありあまるほどのこめがせいさんされた
BASIC5000_2550 おおはばなぼうえきくろじにもかかわらずぼうえきしゅうしそとのあかじのためにけいじょうしゅうしくろじはそれほどおおきくない
BASIC5000_2551 しがまさにわれらをひきはなすまでいとしいつくしむ
BASIC5000_2552 ばつせられるということがかれらにはおもいうかばなかったのか
BASIC5000_2553 ひとつにはそれをするけいざいてきなよゆうがなかった
BASIC5000_2554 あんさつがせかいのれきしをかえたことはない
BASIC5000_2555 すれとのこみちではしばはかりのこされておりざっそうものこっておりどうろのそばのいけがきのそとがわのしばはかっていないことがおおかった
BASIC5000_2556 しによってにんげんのかぎりあるじんせいはおわる
BASIC5000_2557 しぬほうがくつじょくをうけるよりもましだ
BASIC5000_2558 しはしぜんがかくすべきみにくいじじつでありしぜんはそれをよくかくしている
BASIC5000_2559 ななかこくのしゅのうがそのかいぎにしゅっせきした
BASIC5000_2560 かんこくりょうりはこうしんりょうのきいたあじでよくしられている
BASIC5000_2561 えいぎょうじかんはなんじからなんじまでですか
BASIC5000_2562 ほんしょのけってんはきこんしゃであるちょしゃがひこんをすすめてもせっとくりょくをかくことである
BASIC5000_2563 りんりがくというのはこうどうのきはんをいみする
BASIC5000_2564 とこやにいってかみをかってもらいなさい
BASIC5000_2565 なきねいりするよりほかしかたがない
BASIC5000_2566 やむどころかあらしはいっそうはげしくなった
BASIC5000_2567 やめろといったにもかかわらずかれはわれをとうした
BASIC5000_2568 ないてよいのかわらってよいのかわからない
BASIC5000_2569 やらなくてはいけないしごとがたくさんありますから
BASIC5000_2570 じんたいにはそれじたいをけんこうでせいじょうにするしんぴてきなちからがある
BASIC5000_2571 やるからにはちゃんとやりなさい
BASIC5000_2572 しょくりょうざっかてんのしゅじんはじぶんのせいじつさをおきゃくになんとかせっとくした
BASIC5000_2573 ぶっきょうのげんりにしたがってこうどうするのはむずかしいですか
BASIC5000_2574 ほんしんをうちあけてすべてをはなしてくれ
BASIC5000_2575 まきのはかせはおおくのひとびとにそんけいされている
BASIC5000_2576 ろいはがるふれんどからでんわがあるとうれしそうだ
BASIC5000_2577 じゆうこそまさにわれわれのみんしゅしゅぎのしんずいだ
BASIC5000_2578 はいごにこえがしたのでかのじょはからだをねじってふりかえった
BASIC5000_2579 ろけっとはがつをまわるきどうにのっている
BASIC5000_2580 ろしあはたいへんなざいせいこんなんにちょくめんしている
BASIC5000_2581 ろさんぜるすとうちゃくじこくはなんじですか
BASIC5000_2582 かんぜいをくにごとではなくぶろっくでこんとろるするほうがこうつごうであることをきょうちょうしたい
BASIC5000_2583 うたがへたなのでかれはひとまえでうたうのをいやがる
BASIC5000_2584 ろじゃはあさからばんまではたらいている
BASIC5000_2585 ろすにこれくとこるをたのみます
BASIC5000_2586 だいじしんのはっせいからおうきゅうたいさくのしゅうそくまでのひなんのながれです
BASIC5000_2587 くしんさんたんのまつかんがえだしたきかくがかいぎでいっしゅんにしてきゃっかされちゃうんだからな
BASIC5000_2588 おやおもいのむすめさんであることはわかります
BASIC5000_2589 おしつけられるとはんぱつしちゃうのがにんげんっていうものなんじゃないか
BASIC5000_2590 してんをだすなどというかんがえをかれはどこでおもいついたのだろうか
BASIC5000_2591 そうばしのなかにはろうじんのむちとさびしさにつけこむやつがいる
BASIC5000_2592 ひょうしきはえすかれたのいちをしめしている
BASIC5000_2593 げいつかいちょうこうこくしゅうにゅうをゆざにかんげんするいこうひょうめい
BASIC5000_2594 しんじゅをさがしたいとおもうものはふかくもぐらなければならぬ
BASIC5000_2595 かくかいいんはがつにいちまんえんはらわなければならない
BASIC5000_2596 はくらんかいのかいきはまだあといっかげつあります
BASIC5000_2597 こうしのけじめをつけなければいけません
BASIC5000_2598 かるいかぜをひいていたのでかぞくといぶすきへいくことはできなかった
BASIC5000_2599 けんせいのききがはじまったのはこのようなじょうきょうのもとであった
BASIC5000_2600 じょうねつはねんれいとともによわくなるがしゅうかんはねんれいとともにつよくなる
BASIC5000_2601 ひゔぁちゃるあどれすちょうをすうふんまえにみつけたところです
BASIC5000_2602 しちょうのかぞくはいちにちじゅうきょうはくでんわになやまされた
BASIC5000_2603 だいよんにわたしはじぶんがなにかをおそれているとひとびとにおもわれたくない
BASIC5000_2604 ろうごのためにしっかりおきんをためる
BASIC5000_2605 ごこういにたいしあつくおれいをもうしあげます
BASIC5000_2606 ぜんにんがかならずしもせいこうするとはかぎらない
BASIC5000_2607 でぶっているかのじょはさるをだきかかえていた
BASIC5000_2608 ばんじはそのけっかいかんにかかっている
BASIC5000_2609 ぎむはきょかつうちののちはっこうりょうをしはらったのちもつづくてんにりゅうい
BASIC5000_2610 でびにあいさつしたがかのじょはかんぜんにわたしのことをむしした
BASIC5000_2611 でぱとのししょくこなへいくといろいろなものがただでたべられるよ
BASIC5000_2612 つらにならんでながいかんまたされたのちみぶんしょうめいとしてせいしきなしゅっせいしょうめいしょがひつようだといわれた
BASIC5000_2613 さびがきんぞくのぶぶんをすこしずつしんしょくしている
BASIC5000_2614 ゆうこうきげんはせんきゅうひゃくきゅうじゅうななねんさんがつさんじゅういちにちです
BASIC5000_2615 でねっとのちょさくのちゅうしんてきしゅちょうはたんてきにいえばないてきせいしんじょうたいのそんざいをひていするということである
BASIC5000_2616 でにすはうぃるそんさんのまるいかおをあざわらう
BASIC5000_2617 ようがありますのでさきにいってください
BASIC5000_2618 たおしたざせきのせをすこしもどしていただけますか
BASIC5000_2619 おこまりでしたらよろこんでおやくにたちます
BASIC5000_2620 でんゔぁともんとりおるとどっちがすきですか
BASIC5000_2621 しょくいんのせんこうにかんするきそくをつぎのようにさだめる
BASIC5000_2622 まえがみはみじかくきりすぎないでください
BASIC5000_2623 でたからあきらかなようにきつえんはわかもののかんではへっていない
BASIC5000_2624 ひとごろしでたいほされたおとこはふりなしょうげんはきょひしたいといった
BASIC5000_2625 とうそうはまんぞくのいったことにわかいにおわった
BASIC5000_2626 でものさいちゅうひみつけいさつがひとごみのなかをうごきまわった
BASIC5000_2627 いわのうえでかみをとかしながらかのじょはこころよいうたをうたった
BASIC5000_2628 こうりしょうにんはおろしでしいれてこうりでうる
BASIC5000_2629 ぼくらのちゅうごくりょこうがたのしいものになるといいな
BASIC5000_2630 でりかてっせんからかさいがはっせいしはいのやまをのこしてぜんしょうした
BASIC5000_2631 ほんぷきんすさんはとてもおおごえではなしたのでにかいにいてもきこえた
BASIC5000_2632 かげでこそこそせずめんとむかってかれにそれをいいたまえ
BASIC5000_2633 まるたさんたちのさわがしさにはほんとうにいやけがさした
BASIC5000_2634 しゅうのせんしゅけんがかかっているのでちむのみんなはいっしょうけんめいしあいをした
BASIC5000_2635 ほるをきれいにそうじしておかなければならない
BASIC5000_2636 おちゃとこひそれがいちにちのすたとをたすける
BASIC5000_2637 ああこのながあめにはもううんざり
BASIC5000_2638 ねんをとりしんたいもふじゆうであったがかれにはそのしごとをするきりょくがあった
BASIC5000_2639 のむらさんをかんげいするのをてつだってください
BASIC5000_2640 ほらえいがをみることにたのしみをみいだすにんもいる
BASIC5000_2641 ほわいとぶれっどおねがいします
BASIC5000_2642 いまほうりつではじょせいがだんせいとどういつじょうけんでこようされることがもとめられている
BASIC5000_2643 きんをなくしたためにかれはがいこくにいけなくなった
BASIC5000_2644 むくちだからなおさらかれがすきなのだ
BASIC5000_2645 がんらいふっとぼるとはぽろのようにうまにのっておこなわれるきょうぎとはちがってあしでぼるをつかっておこなわれるきょうぎのことでした
BASIC5000_2646 ほっとどっぐにこからしとけちゃっぷつきでおねがいします
BASIC5000_2647 してんのうもたおしたくそながいちかめいきゅうもくりあした
BASIC5000_2648 ほてるはへやだいとしてわたしにさんぜんえんせいきゅうした
BASIC5000_2649 ほのるるけいゆでとうきょうにかえりたいのですが
BASIC5000_2650 おだやかなうみによっとがにさんうかんでいる
BASIC5000_2651 せくしゃるはらすめんとはいまやしゃかいもんだいとなった
BASIC5000_2652 あしくびのねんざでかれはいっかげつあるけなかった
BASIC5000_2653 ゆうこはとてもすばやくれすをすたとした
BASIC5000_2654 ずひょうにをみるとこれらのぼうえきさいくるのいくつかはひじょうにたんきのものであることがはんめいする
BASIC5000_2655 はんぎゃくしゃはついにつかまりろうごくにかんきんされた
BASIC5000_2656 やくにんたちのなかにはばいしゅうされたにんがあるかもしれない
BASIC5000_2657 いまていこにできることはおりつるをおってきせきをねがうことだけだった
BASIC5000_2658 あんぜんのためにきかいのまえにけいじをかかげるつもりだ
BASIC5000_2659 きょうそうにこうかてきにたいしょするのはじんせいのじゅうようなぶぶんである
BASIC5000_2660 とうせんしたいならいめじあっぷするつもりでないとね
BASIC5000_2661 ほうこくしゃはじぶんのけんきゅうほうほうについてくわしくのべた
BASIC5000_2662 しょうすういけんもそんちょうしなければならない
BASIC5000_2663 ははおやはむすこにいいきかせようとしていた
BASIC5000_2664 ともにかわりかれはそのせきにんをひきうけるつもりだ
BASIC5000_2665 ともなるたいようよおれをてらしつづけてくれ
BASIC5000_2666 くじらがこんせいきのおわりにしにたえるかのうせいはごぶごぶである
BASIC5000_2667 がくぶちょうはためらうことなくえいえんのえいちをえらんだ
BASIC5000_2668 けいたいでんわがほしいのですがしはらうのにじゅうぶんなおきんがありません
BASIC5000_2669 だぶだぶのうわぎがさいしんのりゅうこうなのだ
BASIC5000_2670 くじらにはどくじのげんごがあるとしんじられている
BASIC5000_2671 しゅのうかいだんのことはせかいじゅうでほうえいされるよていだ
BASIC5000_2672 ばっぽんてきにじぎょうのさいこうちくをいったおかげでとうしゃのくろじはさんばいにふくらんだ
BASIC5000_2673 くじらはほごされなければぜつめつするだろう
BASIC5000_2674 ごせいこうをこころからおよろこびもうしあげます
BASIC5000_2675 がかにはめがいちばんたいせつなどうぐである
BASIC5000_2676 おくばにもののはさまったいいかたをせずずばりちょっきゅうでいっってあげることをおすすめします
BASIC5000_2677 あめくらいででんわがこんせんしてたらにっぽんなんてたいへんですよね
BASIC5000_2678 あめがふってしあいはこるどげむになった
BASIC5000_2679 ちきんはたべられないというけどたんなるくわずぎらいじゃないの
BASIC5000_2680 あやまったんだからさっきのはちゃらにしてよ
BASIC5000_2681 ちぇっくあうとしたいのでかいけいをおねがいします
BASIC5000_2682 ちありだのせんばつてすとをうけたいのです
BASIC5000_2683 そうほうのいいぶんをきかないとしんそうはわからない
BASIC5000_2684 あめでなければさいくりんぐにいってもよろしい
BASIC5000_2685 かくことでみをたてればいっしょうけんめいかかねばならぬ
BASIC5000_2686 かきかたがこのきじではずっとふくざつじゃなくなっている
BASIC5000_2687 あめのせいでわたしたちはぴくにっくにいけなかった
BASIC5000_2688 あめはふらないとおもうがまんいちのようじんにかさをもっていこう
BASIC5000_2689 あめになるといけないのでかさをもっていっったほうがよい
BASIC5000_2690 はじめててんのかわをみたよるのことをわたしはおぼえている
BASIC5000_2691 ちけっとがてにいっったらすぐにくんのところにおくります
BASIC5000_2692 かなりたくさんのにんがそのしきてんにしょうたいされた
BASIC5000_2693 みぶんしょうめいしょをもっているがくせいならだれでもとしょかんにいることができる
BASIC5000_2694 いきがくるしくてまんぞくにそのことばをいえなかった
BASIC5000_2695 よんしゅるのきんぞくをつかうことでとくていのきょうしんをおさえます
BASIC5000_2696 じんこうないじはぎじゅつてきにこうみょうなききです
BASIC5000_2697 さけのかみはうみのかみよりおおくのにんをおぼれさせた
BASIC5000_2698 さけによったおとこがわたしのえりをつかんできたないことばをはいた
BASIC5000_2699 きちょうはきしょうくんじをうけるためにきしょうしつへいく
BASIC5000_2700 みさかいなくせっくすしまくるにんはえいずなどのせいびょうがこわくないのですか
BASIC5000_2701 ないようをごらんになりてきせつなごいけんをいただければさいわいです
BASIC5000_2702 どうしょをいちぶごきぞういただければさいわいにぞんじます
BASIC5000_2703 さけがのみたくなるのにまけてはいけません
BASIC5000_2704 めいしょがあまりおおくてじゅうににちでみるわけにはいかなかった
BASIC5000_2705 ぐずぐずしてないでさっさとこうどうしろ
BASIC5000_2706 けいいちてんぷらあがったからさらもってこい
BASIC5000_2707 ぐあむしまへいったことがありますか
BASIC5000_2708 ちゅういしてよまないとためになるよりもむしろそこになるほんがある
BASIC5000_2709 きゅうじょがくるまでわたしたちはなんじかんもまった
BASIC5000_2710 さんせきのふねがじょおうからかれにあたえられた
BASIC5000_2711 べんぎにかかわらずじぶんのおやのせわをするのはぎむである
BASIC5000_2712 こんどうしないようにりょうちむはしょくのちがうふくをきていた
BASIC5000_2713 うちあいがすこししずまったときぱぱがはしってふらっとにいってわたしたちにさんどいっちをもってきてくれたわ
BASIC5000_2714 けんおすはぽけっとにてをいれてけんをさがした
BASIC5000_2715 げあはるとしゅれだはだいにじせかいたいせんをけいけんしていないはつのどいつしゅしょうです
BASIC5000_2716 あつかましくもわたしにでていけといっった
BASIC5000_2717 あついかべがそとのそうおんをさえぎっている
BASIC5000_2718 たいへんいかんながらかのじょがなくなったことをおしらせします
BASIC5000_2719 ほんとともはかずがすくなくしつがよくなければいけない
BASIC5000_2720 にさんかたんそのりょうはじゅっぱせんとぞうかしている
BASIC5000_2721 しゅしょうはさんこのれいをもってかれをほうむだいじんにむかえた
BASIC5000_2722 だいたすうのにんがあつまるところはしんたいしょうがいしゃようにはつくられていない
BASIC5000_2723 まんかいをちょいすぎたかんはありましたがそれでもうつくしいさくらをまんきつしてきました
BASIC5000_2724 かじつがなるじゅもくはせいちょうするためのくうかんがかなりひつようだ
BASIC5000_2725 きかんないのりほうだいちけっとをりようしよう
BASIC5000_2726 ゆみこにはたにまをきょうちょうするぶらじゃがある
BASIC5000_2727 せいぞうひはよさんのさんじゅうろくぱせんととみつもっている
BASIC5000_2728 ほんのりすとがながすぎるようだったらがいこくのほんははぶいてください
BASIC5000_2729 じげんばくだんがだいおんきょうとともにばくはつした
BASIC5000_2730 うしろゆびをさされるようなことなどけっしてしていないよ
BASIC5000_2731 たいどからはんだんするとかれはこのしごとにふさわしくない
BASIC5000_2732 だれひとりじぶんがまちがっていることをみとめようとしなかったのでぎろんはえんえんとつづいた
BASIC5000_2733 えきいんにれんらくしたがおとこはそのばをたちさりかいさつぐちをでていった
BASIC5000_2734 そしょうりすくのたかさもさんかいにのしかかる
BASIC5000_2735 きもちだけあせってしまってぜんぜんこうどうがともなわない
BASIC5000_2736 しんしゃがかえないからこれでまにあわせなければならない
BASIC5000_2737 あいじょうのためにかのじょのけってんがみえなかった
BASIC5000_2738 ほんきでわたしのこといとしているっていうの
BASIC5000_2739 べいかはせいふによってとうせいされている
BASIC5000_2740 ひだりにまがればそのれすとらんはみぎてにあります
BASIC5000_2741 びはぜんにまさるというにんがいます
BASIC5000_2742 しんこうじょうきょうはまいにちかくにんされでたべすにきろくされる
BASIC5000_2743 あさごはんはなにがよろしいですか
BASIC5000_2744 かいがんのひしょちはたとえばにゅぼとがそうだがなつにはひじょうにこんざつする
BASIC5000_2745 ひだりへまがればしろいたてものがめにいりますよ
BASIC5000_2746 あさがあけるとかれらはかんぱんにでていた
BASIC5000_2747 あさからあめがふったりやんだりしている
BASIC5000_2748 いっかげつかんあめがふらなかったのでかれらはいどをほらなければならなかった
BASIC5000_2749 たんせいをこめてつくったこのうつくしいおりものをごらんください
BASIC5000_2750 あさはよんきゃくひるはにきゃくそしてゆうはさんきゃくであるくものはなにか
BASIC5000_2751 あさのてんきよほうにはおそくなってらいうがあるとのことだった
BASIC5000_2752 あさにちがいないというのはとりがないているから
BASIC5000_2753 そくていにはすんぶんのくるいもないせいどがようきゅうされる
BASIC5000_2754 よんおくにんのにんがえいごをだいいちげんごとしてはなします
BASIC5000_2755 ごめいわくをおかけしてほんとうにもうしわけありません
BASIC5000_2756 みずうみまでのどらいぶはとてもたのしかった
BASIC5000_2757 ほうせきはおもいがけないばしょでみつかった
BASIC5000_2758 がくぎょうせいせきをあげるにはいっしょうけんめいべんきょうするひつようがある
BASIC5000_2759 みずうみはあかるいにちのひかりをうけてへっていた
BASIC5000_2760 みずうみのじょうにきそうのぼとがあった
BASIC5000_2761 みずうみにふねがうかんでいるのはうつくしいふうけいだ
BASIC5000_2762 せんもんかはそのとけいをにひゃくどるとさていした
BASIC5000_2763 ごへんじをさしあげるまえによくかんがえましょう
BASIC5000_2764 れしとはなくしてしまったのですがへんきんできますか
BASIC5000_2765 ごきんじょのにんたちとはなかよくしなければならない
BASIC5000_2766 わしんとんしのゆうじんたくにとまります
BASIC5000_2767 なんしゅるいものはながもうすぐさくでしょう
BASIC5000_2768 わたしはせがひくいのでたなのうえまでみられないのでほぼてさぐりでふくわけです
BASIC5000_2769 こううんにもわたしはすばらしいとしょかんをりようできる
BASIC5000_2770 ただいまぼくはたびだちのにちにむけてしゅうぎょうちゅうです
BASIC5000_2771 わいるだしよりあなたのめるあどれすをうかがいました
BASIC5000_2772 つっこんでいえばわたしたちはだれからもあのはんざいをじっさいにおかしたにんげんとおなじようなものだ
BASIC5000_2773 ゆだんなくちゅういさえしておればこうきはおのずからうまれる
BASIC5000_2774 こくぶんぽうのげんざいけいはこれからのことをしめすようほうがおおい
BASIC5000_2775 しょうりによってかのじょのどりょくはむくわれた
BASIC5000_2776 れいぎさほうにきをつけなければいけない
BASIC5000_2777 ひかりふぁいばあけぶるはぼうだいなりょうのじょうほうをはんそうできる
BASIC5000_2778 にんをもっているものではんだんしてはいけない
BASIC5000_2779 むかしあるちいさなしまにねんおいたおうさまがすんでいました
