TRAVEL1000_0001 あなたのにもつはろさんぜるすにのこっています
TRAVEL1000_0820 たくしいがいでかいものにゆくえほうはありますか
TRAVEL1000_0821 もにんぐこるはこのばんごうでしょうか
TRAVEL1000_0822 かどのばんごうはよんきゅうはちなないちさんぜろごによんはちきゅうななごろくいち
TRAVEL1000_0823 はんにちつあにさんかしたいのですが
TRAVEL1000_0824 もしおすきでしたらなっつがあります
TRAVEL1000_0825 あしたにさいどおやくそくをするということでよろしいでしょうか
TRAVEL1000_0826 すみませんがこれはわたしのせきとおもうのですがとうじょうけんをみせていただけますか
TRAVEL1000_0827 わたしのせきはあのふじんのよこですか
TRAVEL1000_0828 りささんはけさはすこしおくれています
TRAVEL1000_0829 あさひるばんのいつたたれるよていですか
TRAVEL1000_0830 けねでぃくうこうまでにもつをちぇっくします
TRAVEL1000_0831 いりぐちでななじゅうごせんといれればよいのです
TRAVEL1000_0832 やくさんじゅうよんしゅうかんでひゃくにじゅうのさんじゅうよんぺじときゅうじゅうよんをうけとります
TRAVEL1000_0833 よるのばすがありましたがよていがかわりました
TRAVEL1000_0834 やくはんいんちみじかくかってください
TRAVEL1000_0835 ぐらんどきゃにおんへのとまりがけのつあはありますか
TRAVEL1000_0836 このちかくにへやのあいてそうなほてるはありませんか
TRAVEL1000_0837 きていただければけっこうです
TRAVEL1000_0838 けさどらごんでぱとでしようしました
TRAVEL1000_0839 まちんさんこちらがかいふさんです
TRAVEL1000_0840 このまちではこうきょうのこうつうきかんのりょうきんはすべていちどるです
TRAVEL1000_0841 やまがわのついんはななじゅうろくどるきゅうじゅうごせんととぜいきんです
TRAVEL1000_0842 いつあめりかにとうちゃくされましたか
TRAVEL1000_0843 えいごをきいたりはなしたりするばあいにはせいかくなおとをききはなさなければなりません
TRAVEL1000_0844 このろうかのさきのみぎがわにあります
TRAVEL1000_0845 それではきんようびのごときさんじゅうふんにおあいしましょう
TRAVEL1000_0846 こうしゅうべんじょはこのへんにありますか
TRAVEL1000_0847 わたしはほてるにもどらなければなりません
TRAVEL1000_0848 ぼぶらっぷさんからじゅしんにんはらいのしめいでんわがかかっています
TRAVEL1000_0849 にさんよんきゅうはちななろくばんのさわだまででんわするようにたのんでください
TRAVEL1000_0850 またのにちのごらいてんをおまちしております
TRAVEL1000_0851 これがつあのぱんふれっとです
TRAVEL1000_0852 きゃくのようぼうにかのうなかぎりあわせるようにどりょくしています
TRAVEL1000_0853 もうどのくらいじょうえんしていますか
TRAVEL1000_0854 そののちにあったときにはあくしゅしますか
TRAVEL1000_0855 これはわたしのせきとおもうのですがとうじょうけんをみせていただけますか
TRAVEL1000_0856 しょうたいしていただいてありがとうございます
TRAVEL1000_0857 どうなのかなとかんがえていたことがあるのですが
TRAVEL1000_0858 ばすけっとぼるにぼるをいれるとなんてんになりますか
TRAVEL1000_0859 このかんじょうしょきはまちがっているとおもいます
TRAVEL1000_0860 いいえじどうてきにしょうてんをあわせます
TRAVEL1000_0861 じょうしがきんきゅうのかいごうをしょうしゅうしましたので
TRAVEL1000_0862 ふらっしゅはきんしされています
TRAVEL1000_0863 ごじゅうどるよんまいにじゅうどるよんまいごどるよんまいです
TRAVEL1000_0864 ないせんのにひゃくごじゅうごばんをおねがいします
TRAVEL1000_0865 ここにことをいれてもいいですか
TRAVEL1000_0866 そのかくをひだりにまがったところにいりぐちがあります
TRAVEL1000_0867 こんばんのぽとらんどいきのばすのきっぷをにまいおねがいしたいのですが
TRAVEL1000_0868 じかんはどのくらいかかりますか
TRAVEL1000_0869 わたしたちはれいふぉどいんにいきます
TRAVEL1000_0870 ただしとのみのよやくでけっこうです
TRAVEL1000_0871 えきへはどのようにいけばよいでしょうか
TRAVEL1000_0872 はわいへのくるずにきょうみがあります
TRAVEL1000_0873 もうしわけございませんがしょるだばっぐはあずけていただかなければなりません
TRAVEL1000_0874 いまおられるところのでんわばんごうをおねがいします
TRAVEL1000_0875 このまちではなにをみるべきでしょうか
TRAVEL1000_0876 しんこくするものはなにもありません
TRAVEL1000_0877 このばっぐをあずけたいのですが
TRAVEL1000_0878 おっとのうおるとにおあいになったことはありますか
TRAVEL1000_0879 なにかをつけなければなりませんので
TRAVEL1000_0880 ひつようならこれをしようしなさい
TRAVEL1000_0881 すみませんがぷるはどこにありますか
TRAVEL1000_0882 わたしはごくらすりしゅうするよていですがじんぶんかがくのせんたくかもくがよくわかりません
TRAVEL1000_0883 ちかいうちにまたごいっしょできればよいのですが
TRAVEL1000_0884 すべてこじんしようのものばかりです
TRAVEL1000_0885 きょうりょうにいることになっていますが
TRAVEL1000_0886 じゅうななばんがいはこちらへよんぶろっくいったところです
TRAVEL1000_0887 これにきにゅうしたあとでこぴをあげます
TRAVEL1000_0888 もうどれくらいのきかんじょうえんしていますか
TRAVEL1000_0889 かたろぐをいただきましてありがとうございます
TRAVEL1000_0890 ここでしばらくおまちくださいますか
TRAVEL1000_0891 くだものはどのようなものがありますか
TRAVEL1000_0892 せきがあけばおよびいたします
TRAVEL1000_0893 くうこうのとうしゃのかうんたでうけとってください
TRAVEL1000_0894 あなたのかどをすとっぷしさいはっこうします
TRAVEL1000_0895 あいてがあやまったばあいはじゅうだいなことではないかぎりすぐにゆるしてあげましょう
TRAVEL1000_0896 かぎはへやのかぎについています
TRAVEL1000_0897 らいねんよぶんのくらすをりしゅうしたいのです
TRAVEL1000_0898 でんわをうけとってもりょうきんはかかりません
TRAVEL1000_0899 いいえやっきょくでうけとらなければなりません
TRAVEL1000_0900 かふぁてりあはいつひらいていますか
TRAVEL1000_0901 このまちのちずがほしいのですが
TRAVEL1000_0902 すてきをちゅうもんされませんでしたか
TRAVEL1000_0903 ちっぷをあげるのにちいさいさつがほしいのですが
TRAVEL1000_0904 このぱんふれっとにかかれているところをすべてけんぶつします
TRAVEL1000_0905 いつめるるむはひらいていますか
TRAVEL1000_0906 しょうたいのばあいなどはべつのきかいにしたいきもちをつたえるのもよいでしょう
TRAVEL1000_0907 つぎのくうこうばすはいつしゅっぱつしますか
TRAVEL1000_0908 これぐらいのおおきさでしょくはみどりです
TRAVEL1000_0909 そのかのうせいをけんとうしてみるべきでしょう
TRAVEL1000_0910 なまえくれじっとかどのばんごうとゆうこうきげんをおねがいします
TRAVEL1000_0911 でんわばんごうはごごごにいちぜろぜろです
TRAVEL1000_0912 はいしゃにみていただくひつようがありますか
TRAVEL1000_0913 すみませんがこぴきがこしょうしています
TRAVEL1000_0914 このせいきゅうしょはまちがっているとおもうのですが
TRAVEL1000_0915 ふぁすとくらすでいきたいのですが
TRAVEL1000_0916 じょんずさんゆうじんのすずきさんをしょうかいさせてください
TRAVEL1000_0917 わたしはこひとちょこれとけきをいただきます
TRAVEL1000_0918 このさらだをとってまわしてください
TRAVEL1000_0919 いんぱるすならあるとおもいますが
TRAVEL1000_0920 はいよしださまこんやのごよやくをとりけしました
TRAVEL1000_0921 わたしのすつけすがでてきませんでした
TRAVEL1000_0922 はいしけんはいちときにはじまります
TRAVEL1000_0923 どちらにばっぐをあずけるのですか
TRAVEL1000_0924 もしとこのじょうのあのせんのそとがわからなげればさんてんになります
TRAVEL1000_0925 このちいさいこづつみをおくりたいのですが
TRAVEL1000_0926 それいこうにあうときにはあくしゅしますか
TRAVEL1000_0927 にゅよくにでんわしたいのですが
TRAVEL1000_0928 ひるとんほてるまでどういったらよいかおしえていただけますか
TRAVEL1000_0929 ゆにゅうもののびるがありますか
TRAVEL1000_0930 でかけるときにでんわがかかってきましたので
TRAVEL1000_0931 あなたのばっぐはどのくらいのおおきさですか
TRAVEL1000_0932 すりにすられくれじっとかどをぬすまれました
TRAVEL1000_0933 わたしはかくにんのてがみをここにもっています
TRAVEL1000_0934 たくしでいかなければなりません
TRAVEL1000_0935 それはにもつがくるまからぬすまれたばあいあるきんがくまでほしょうされます
TRAVEL1000_0936 きんようびのよるのしあいのきっぷをごまいおねがいします
TRAVEL1000_0937 しゅっぱつじかんのさんじゅっふんまえによんばんげとからとうじょうです
TRAVEL1000_0938 ええっともういかなければなりません
TRAVEL1000_0939 すけじゅるとりょうきんをおしえてください
TRAVEL1000_0940 とうしゃのせいひんのかたろぐをもってまいりました
TRAVEL1000_0941 つぎのしゃとるばすはいつですか
TRAVEL1000_0942 あなたはえいごのしけんをうけるひつようはありません
TRAVEL1000_0943 くうこうのりょうがえはげんそくとしてよいれとでこうかんしてくれます
TRAVEL1000_0944 それからこれらのさらをまわしてください
TRAVEL1000_0945 いたみどめくすりのしょほうせんをあげましょう
TRAVEL1000_0946 はくぶつかんのしまるのとおなじしちときにしまります
TRAVEL1000_0947 わたしのためにじぇりにさようならっておつたえください
TRAVEL1000_0948 にほんじんはよくすみませんといいます
TRAVEL1000_0949 こいものがたりがじょうえいされています
TRAVEL1000_0950 そしてつあのはじまるにちですとへんきんはありません
TRAVEL1000_0951 はいしけんはきゅうときにはじまりにじかんかかります
TRAVEL1000_0952 かんがえていたことがあるのですが
TRAVEL1000_0953 いつあくしゅしていいのかわかりません
TRAVEL1000_0954 もしよろしければにじかんおねがいします
TRAVEL1000_0955 そうこうきょりにかんけいなくついたちあたりよんじゅうにどるきゅうじゅうきゅうせんとです
TRAVEL1000_0956 どこでこまかいおきんにかえられるでしょうか
TRAVEL1000_0957 かとはここまでしかしようできません
TRAVEL1000_0958 これはほるとはうすにとまるしゃとるばすですか
TRAVEL1000_0959 めいるぼっくすのばんごうはいちいちろくです
TRAVEL1000_0960 もしなにかおよみになるのでしたらざっしがあります
TRAVEL1000_0961 このくうこうにはほかにもめんぜいてんがありますか
TRAVEL1000_0962 あなたほうのさぎょうこうていをみてむりょうのみつもりをさせていただきます
TRAVEL1000_0963 ごごにおやくそくをすることはできますか
TRAVEL1000_0964 おとなひたにんにこどもさんにんおねがいします
TRAVEL1000_0965 このてがみのゆうびんりょうきんはいくらですか
TRAVEL1000_0966 たくしにあいのりしましょうか
TRAVEL1000_0967 こちらがめにゅでございます
TRAVEL1000_0968 わたしはきょうにゅうりょうすることになっています
TRAVEL1000_0969 すみませんがあしたはだれもぴっくあっぷできません
TRAVEL1000_0970 わたしはこのようなどれすがほしいのですが
TRAVEL1000_0971 かのじょはわたしのくらすめとです
TRAVEL1000_0972 あなたのがくせいばんごうはぐうすうですからはるのみりしゅうできます
TRAVEL1000_0973 もどってこられたらわたしどもをほうもんしてください
TRAVEL1000_0974 ぶるちずのどれっしんぐをかけたさらだをおねがいします
TRAVEL1000_0975 あまりないようにこだわるひつようはありません
TRAVEL1000_0976 すみませんがけさはあきじかんがありません
TRAVEL1000_0977 ゆにおんひろばにいくにはどのばすにのればよいでしょうか
TRAVEL1000_0978 すぷかさらだのどちらにされますか
TRAVEL1000_0979 えんりょせずにていねいにいらいすればしゅしゅのさびすをうけることができます
TRAVEL1000_0980 このでんわはくれじっとかどせんようです
TRAVEL1000_0981 ごうけいはひゃくさんじゅうきゅうどるごじゅうよんせんとではなくひゃくにじゅうきゅうどるごじゅうよんせんとではないですか
TRAVEL1000_0982 わたしたちがほてるまでおおくりしましょう
TRAVEL1000_0983 どこでしばすのきっぷがかえますか
TRAVEL1000_0984 ぜんぶでさんどるごじゅうせんとです
TRAVEL1000_0985 そしてはっぴゃくばんばんのでんわをしました
TRAVEL1000_0986 なかみはこわれものですのでこわれものとかいてください
TRAVEL1000_0987 きたえきにいくのにいちばんよいほうほうはなんですか
TRAVEL1000_0988 あめりかんえきすぷれすでしはらわれますかげんきんでしはらわれますか
TRAVEL1000_0989 ええっとできればあそこのぶすのせきがよいのですが
TRAVEL1000_0990 それはあねっとからよんぶろっくはなれたところです
TRAVEL1000_0991 びじゅつかんをみるかちはありますか
TRAVEL1000_0992 はじのみをかるしてください
TRAVEL1000_0993 はいごかいにしんぐるがあります
TRAVEL1000_0994 もういちどせつめいしていただけますか
TRAVEL1000_0995 みょうちょうしちときにおこしていただけますか
TRAVEL1000_0996 ちゃんにのちほどでんわをさせましょうか
TRAVEL1000_0997 わたしはぎるふぉいるかいしゃのものです
TRAVEL1000_0998 えいりひえいりをとわずきんしします
TRAVEL1000_0999 にもつのあずかりしょうをはいけんできますか
TRAVEL1000_1000 にじゅうどるさつをくだいてください
